pid,rb,te,drp,mbt,yac
700376,1,1,0,0,0
700377,1,1,0,0,0
700379,1,2,0,0,0
700381,1,2,0,0,0
700382,1,1,0,0,13
700383,1,1,0,0,0
700384,1,1,0,0,0
700385,1,2,0,0,0
700386,1,1,0,1,0
700387,1,1,0,0,0
700388,1,1,0,0,0
700391,1,1,0,0,0
700392,1,1,0,0,0
700393,1,1,0,0,1
700395,1,1,0,0,0
700396,1,1,0,0,2
700397,1,1,0,0,0
700398,1,1,0,0,0
700399,1,1,0,0,7
700400,1,1,0,0,0
700401,1,1,0,0,0
700402,1,1,0,0,6
700405,1,1,0,0,0
700407,1,2,0,0,0
700408,1,2,0,0,0
700409,1,2,0,1,18
700410,1,2,0,0,3
700411,1,1,0,0,0
700412,1,1,0,0,0
700413,1,3,0,0,0
700414,1,1,0,0,0
700417,1,1,0,0,13
700418,1,1,0,1,0
700419,1,3,0,0,0
700420,1,2,0,0,0
700421,1,1,0,0,0
700422,1,1,0,0,0
700423,1,1,0,0,0
700424,0,1,0,0,0
700425,1,1,0,0,0
700426,1,1,0,1,0
700429,1,2,0,0,2
700430,1,1,0,0,0
700431,1,1,0,0,0
700432,1,1,0,0,0
700433,1,2,0,0,0
700434,1,1,0,0,0
700437,1,1,0,0,0
700438,1,1,0,0,0
700439,1,3,0,1,14
700440,1,1,0,0,0
700442,1,2,0,0,0
700443,1,1,0,0,0
700446,1,1,0,0,0
700447,1,1,0,0,0
700448,0,1,0,0,0
700450,1,2,0,0,15
700451,1,2,0,1,0
700452,1,1,0,1,8
700453,1,3,0,0,0
700454,1,1,0,0,0
700455,1,1,0,0,0
700456,1,3,0,0,0
700457,1,1,0,1,11
700458,1,1,0,0,4
700459,1,1,0,2,0
700460,1,1,0,1,7
700461,1,1,0,0,0
700463,1,1,0,0,0
700464,1,1,1,0,0
700465,1,1,0,0,1
700466,1,1,0,0,3
700467,1,3,0,0,0
700470,1,1,0,0,0
700471,1,1,0,0,0
700472,1,1,0,0,3
700473,1,1,1,0,0
700474,1,1,0,0,0
700475,1,1,0,0,0
700476,1,1,0,0,0
700477,2,2,0,1,0
700478,1,3,0,0,0
700479,1,1,0,0,0
700481,1,1,0,0,2
700482,1,1,0,0,0
700483,1,1,0,0,31
700484,1,1,0,0,0
700485,1,0,0,0,2
700486,1,1,0,0,4
700488,1,1,0,0,0
700490,1,1,0,0,1
700491,2,1,0,0,0
700492,1,1,0,0,1
700493,1,2,0,1,0
700494,1,1,0,0,3
700495,1,1,0,0,0
700496,1,1,0,0,0
700497,1,1,0,0,0
700498,1,3,0,0,0
700499,1,2,0,0,0
700500,2,1,0,0,0
700501,1,1,0,0,0
700502,1,1,0,0,0
700503,1,1,0,0,0
700504,1,1,0,0,5
700507,2,1,0,1,0
700508,1,2,0,0,0
700510,1,2,0,0,0
700513,1,1,0,1,2
700514,1,1,0,0,0
700515,1,1,0,0,0
700517,1,2,0,0,0
700518,2,1,0,1,0
700519,2,1,0,0,0
700521,2,2,0,0,0
700522,1,0,0,0,0
700523,1,1,0,0,0
700525,1,1,0,0,0
700526,1,2,0,0,4
700527,2,1,0,0,0
700530,1,2,0,0,0
700531,1,2,0,0,0
700532,1,1,1,0,0
700534,2,1,0,0,0
700535,1,3,0,2,0
700536,1,1,0,0,6
700537,1,1,0,0,0
700539,1,3,0,0,7
700540,1,1,0,0,0
700542,1,1,0,0,0
700543,1,1,0,0,0
700544,1,1,0,0,0
700545,1,1,0,0,7
700546,1,1,0,0,2
700547,1,1,0,0,0
700548,2,2,0,0,0
700549,1,1,0,0,6
700550,1,1,0,0,0
700551,1,0,0,0,0
700552,1,1,0,0,0
700553,1,1,0,0,2
700554,1,1,0,0,0
700557,1,3,0,0,0
700558,1,1,0,0,0
700559,1,1,0,0,6
700560,1,1,0,0,4
700561,1,1,0,0,0
700562,1,2,0,0,0
700563,1,1,0,1,0
700564,1,1,1,0,0
700567,1,1,0,0,0
700569,1,0,0,0,7
700570,1,1,0,3,0
700571,1,1,0,0,0
700572,1,1,0,0,0
700573,1,1,0,0,0
700574,1,1,0,0,0
700577,1,1,0,0,0
700578,1,1,0,0,0
700579,1,1,0,0,0
700581,1,1,0,0,0
700582,1,1,0,0,0
700583,1,1,0,0,2
700585,1,1,0,0,0
700586,1,2,0,0,0
700587,1,1,0,0,0
700589,1,1,0,0,0
700590,1,1,0,0,0
700591,1,1,0,3,5
700593,1,2,0,1,0
700594,1,1,0,0,0
700595,1,1,0,0,0
700598,2,1,0,1,0
700599,1,1,0,0,0
700600,1,1,0,0,0
700602,1,1,0,1,16
700603,1,1,0,0,0
700604,1,1,0,0,0
700605,2,1,0,0,0
700606,1,1,0,0,3
700607,1,1,0,0,1
700610,1,1,0,0,0
700611,1,1,0,1,0
700612,1,1,0,0,0
700613,1,1,0,0,0
700614,1,1,0,0,0
700615,1,2,0,0,0
700616,1,1,0,0,5
700617,1,1,0,0,0
700618,1,1,0,0,0
700619,1,1,1,0,0
700622,1,1,0,0,10
700623,1,1,0,0,0
700624,1,1,0,1,0
700625,1,1,0,0,3
700626,1,1,0,0,0
700627,1,1,0,0,0
700628,1,1,0,0,0
700631,1,1,0,0,0
700632,1,1,0,0,4
700633,1,1,0,0,0
700634,1,1,0,0,0
700635,1,1,0,0,0
700636,2,2,0,0,0
700637,1,1,0,2,15
700638,1,1,0,0,0
700639,1,1,0,0,0
700641,1,1,0,0,1
700644,1,1,0,0,0
700645,1,1,0,0,0
700646,1,1,0,0,9
700647,1,1,0,0,0
700648,1,1,0,0,0
700650,1,1,0,0,1
700651,1,1,0,0,0
700654,1,1,0,0,1
700655,1,1,0,0,0
700658,2,2,0,0,0
700659,2,2,0,0,0
700661,1,2,0,0,5
700662,1,1,0,1,0
700663,1,1,0,0,0
700664,2,1,0,0,4
700665,1,1,0,0,2
700666,1,2,0,1,32
700667,1,1,0,1,0
700668,1,1,0,0,2
700672,1,2,0,0,0
700673,1,2,0,0,0
700674,1,1,0,0,0
700676,1,2,0,0,7
700677,1,1,0,0,13
700678,1,1,0,0,0
700679,1,1,0,0,0
700680,2,1,0,0,0
700681,1,1,0,0,0
700682,1,1,0,0,0
700685,1,1,0,0,0
700686,1,1,0,1,0
700687,1,1,0,0,0
700689,1,1,0,0,2
700690,1,1,0,0,0
700691,2,1,0,0,0
700692,1,1,0,0,2
700693,2,1,0,1,0
700694,2,1,0,0,0
700695,1,1,0,1,6
700697,2,1,0,0,0
700698,1,1,0,0,0
700699,1,1,0,0,0
700700,1,1,0,0,1
700701,1,1,0,0,0
700704,1,3,0,0,0
700705,2,0,0,0,9
700706,1,1,0,0,0
700708,2,1,0,0,0
700709,1,1,0,0,0
700710,1,1,0,0,0
700713,1,1,0,0,15
700714,1,1,0,0,0
700715,1,1,0,0,0
700716,1,1,0,0,0
700718,1,1,0,0,0
700719,1,1,0,0,9
700721,1,1,0,0,0
700722,1,2,1,0,0
700723,1,1,0,0,1
700724,1,1,0,0,0
700725,1,1,0,1,2
700726,2,1,1,0,0
700727,1,1,1,0,0
700728,1,2,1,0,0
700729,2,2,0,0,0
700730,1,1,0,0,0
700731,1,1,0,0,0
700732,1,1,0,0,0
700733,1,1,1,0,0
700736,1,1,0,0,0
700737,1,1,0,0,11
700738,1,1,0,0,3
700739,1,1,0,0,0
700740,2,2,0,0,0
700741,2,2,0,0,0
700742,1,1,0,0,0
700745,1,1,0,0,6
700746,1,1,0,0,0
700747,1,1,0,0,-1
700748,1,1,0,0,4
700749,1,1,0,0,0
700750,1,1,0,0,7
700751,1,1,0,0,2
700752,0,2,0,0,0
700756,1,1,0,0,9
700757,1,1,0,0,3
700758,1,2,0,0,17
700759,1,1,0,0,0
700760,1,1,0,0,0
700761,1,1,0,0,0
700762,2,1,0,2,34
700763,2,2,0,0,0
700765,1,1,0,2,19
700766,1,1,0,1,3
700767,1,1,0,2,0
700770,1,1,0,0,-2
700771,1,1,0,0,0
700772,1,1,0,0,0
700773,1,1,0,0,0
700774,1,1,0,0,0
700775,1,1,0,0,0
700776,1,1,0,0,0
700779,2,2,0,0,0
700780,1,1,0,0,0
700781,1,1,0,3,0
700782,2,1,0,0,0
700783,1,1,0,0,0
700784,1,1,0,1,9
700786,1,1,0,0,0
700787,1,1,0,0,0
700788,1,1,0,0,14
700789,1,1,0,2,10
700791,1,1,0,0,0
700794,1,1,0,2,0
700795,1,1,0,0,0
700796,1,1,0,0,8
700797,2,2,0,0,0
700799,1,1,0,0,0
700800,1,1,0,0,0
700802,1,2,0,0,2
700803,1,2,0,0,0
700804,1,1,0,0,0
700805,1,1,0,0,0
700806,1,1,0,0,6
700807,1,1,0,1,12
700808,1,1,0,0,6
700809,1,1,0,0,0
700810,1,1,0,1,0
700813,2,2,0,2,0
700814,2,2,0,0,0
700815,1,1,0,0,0
700816,2,2,0,0,0
700817,2,2,0,0,0
700818,2,2,0,0,0
700819,1,1,0,0,10
700820,2,2,0,0,0
700821,2,2,0,0,0
700822,2,2,0,0,0
700823,2,2,0,0,0
700824,2,2,0,0,0
700826,1,1,0,0,7
700827,1,1,0,0,0
700828,1,1,0,2,0
700829,1,1,0,0,0
700830,1,1,0,0,0
700831,1,1,0,0,0
700832,1,1,0,0,0
700833,2,2,0,0,0
700835,1,1,0,1,0
700836,2,1,0,0,8
700837,1,1,0,0,0
700838,1,0,0,0,0
700839,1,1,1,0,0
700841,1,1,0,0,0
700842,1,1,0,0,0
700843,1,1,0,0,0
700845,2,0,0,0,0
700846,1,1,0,0,0
700847,1,1,0,0,0
700849,1,1,0,0,0
700850,1,1,0,0,4
700851,1,1,0,0,0
700852,1,1,0,0,0
700853,1,1,0,0,0
700854,1,1,0,0,1
700855,1,1,0,0,0
700856,1,1,0,0,0
700857,1,1,0,0,0
700859,1,1,0,0,0
700860,1,1,0,1,5
700861,1,1,0,0,0
700862,1,1,1,0,0
700863,1,1,0,0,0
700864,2,0,0,0,0
700865,2,0,0,0,0
700866,1,1,0,0,0
700868,1,1,0,0,2
700869,1,1,0,0,1
700870,1,1,0,0,9
700871,1,1,0,0,0
700872,1,1,0,0,2
700873,1,1,0,0,0
700874,1,0,0,0,0
700875,2,1,0,0,4
700877,1,1,0,0,0
700878,1,1,0,0,2
700879,1,1,0,0,0
700881,1,1,0,0,0
700882,1,1,0,0,7
700883,1,1,0,0,0
700884,1,1,0,0,0
700885,1,1,0,0,36
700886,1,1,0,0,5
700887,1,0,0,0,0
700888,1,1,0,0,0
700889,1,1,1,0,0
700890,1,1,0,0,0
700892,1,2,0,0,0
700893,1,1,0,0,0
700894,1,1,0,0,1
700895,1,1,0,0,0
700896,1,1,0,0,0
700897,1,1,0,0,0
700899,0,2,0,0,0
700900,1,1,0,0,0
700901,1,1,0,0,15
700905,1,0,0,0,0
700906,1,1,0,0,0
700907,1,1,0,1,4
700908,1,1,0,0,11
700909,1,1,0,0,0
700910,1,1,0,0,1
700911,1,1,0,0,0
700912,1,1,0,0,0
700913,1,1,0,0,0
700915,1,1,0,0,2
700918,2,2,0,0,0
700920,1,1,0,0,0
700921,1,1,0,0,0
700922,1,1,0,0,4
700923,1,1,0,0,3
700924,1,1,0,0,0
700925,1,1,0,0,0
700926,1,1,0,0,0
700928,2,0,0,0,0
700929,1,1,0,0,8
700930,1,0,0,0,0
700931,2,1,0,0,2
700932,1,1,0,0,0
700935,1,1,0,0,0
700936,1,1,0,1,17
700937,1,1,0,1,0
700938,1,1,0,0,4
700939,1,1,0,0,0
700940,1,1,0,0,0
700941,1,1,0,0,4
700944,1,1,0,0,0
700945,1,1,0,0,0
700946,1,1,0,0,0
700949,1,1,1,0,0
700950,2,1,0,0,0
700951,1,1,0,0,9
700952,1,1,0,0,0
700953,2,0,0,0,0
700954,1,1,0,0,15
700955,1,1,0,0,0
700956,1,0,0,0,5
700957,2,1,0,0,0
700960,1,1,0,0,0
700961,1,1,0,0,4
700962,1,1,0,0,0
700963,1,1,0,0,2
700964,1,1,0,1,22
700965,1,1,0,0,3
700966,1,1,0,0,0
700967,1,1,0,0,0
700968,1,1,0,0,0
700969,1,1,0,0,0
700972,1,1,0,0,3
700973,2,0,0,0,0
700974,1,1,0,0,0
700976,1,1,1,0,0
700978,1,1,0,0,0
700979,1,1,0,0,0
700980,1,1,0,0,0
700982,1,1,0,0,17
700983,1,1,0,1,7
700984,1,1,0,0,0
700987,0,1,0,0,0
700988,1,2,0,0,0
700989,1,1,1,0,0
700990,1,1,1,0,0
700993,1,1,0,0,0
700995,1,1,0,0,0
700996,1,1,0,0,2
700997,1,1,0,0,0
700998,1,1,0,0,0
700999,1,1,1,0,0
701000,1,1,0,0,0
701001,1,2,0,0,0
701002,1,2,0,0,0
701003,1,2,0,0,0
701006,1,2,0,0,0
701007,1,2,0,0,0
701008,1,1,0,1,0
701009,1,1,0,0,0
701010,1,1,0,0,0
701011,1,2,0,0,0
701012,1,2,0,0,0
701013,1,1,0,0,0
701016,1,3,0,1,0
701017,1,1,0,0,0
701018,1,1,0,0,8
701019,1,1,0,0,0
701020,1,1,0,0,0
701022,2,1,0,0,0
701023,1,1,0,0,0
701024,2,1,0,1,0
701027,1,1,0,0,0
701028,1,1,0,0,0
701029,1,1,0,0,0
701031,1,1,0,0,0
701032,1,1,0,0,0
701035,1,1,0,0,0
701036,1,2,0,0,3
701037,1,2,0,0,0
701038,1,2,0,0,4
701039,1,2,0,0,0
701040,1,1,0,1,0
701041,1,1,0,0,0
701043,2,1,0,0,0
701044,1,1,0,0,4
701045,1,2,0,0,21
701046,1,1,1,0,0
701047,2,1,0,0,0
701048,1,1,0,0,0
701049,1,1,0,1,0
701050,1,2,0,0,0
701051,1,0,0,0,0
701052,1,0,0,1,0
701053,1,2,0,0,0
701054,1,1,0,0,1
701057,1,1,0,0,42
701060,1,1,0,0,0
701061,1,1,0,0,0
701062,1,0,0,0,0
701064,2,1,0,0,0
701065,1,2,0,1,7
701066,1,1,0,1,0
701067,2,3,0,0,0
701068,1,2,0,1,0
701069,1,2,0,0,0
701070,1,2,0,0,0
701072,1,2,0,0,3
701073,1,2,0,0,0
701074,1,2,0,0,0
701075,1,1,0,1,9
701076,1,2,0,0,0
701077,1,1,0,0,0
701078,1,0,0,0,0
701080,1,1,0,0,0
701081,1,2,0,2,0
701082,1,1,1,0,0
701084,1,1,0,0,0
701085,1,1,0,0,0
701087,1,2,0,0,0
701088,1,2,0,0,0
701089,1,3,0,0,0
701091,1,1,0,0,0
701092,1,1,0,1,0
701093,1,1,0,0,0
701094,1,1,0,0,0
701095,1,1,0,0,0
701099,1,1,0,0,0
701100,1,1,0,0,0
701101,1,1,0,0,3
701103,1,1,0,0,0
701105,1,2,0,0,0
701106,1,1,0,0,2
701108,1,1,1,0,0
701109,1,1,0,0,3
701110,1,1,0,0,0
701111,2,1,0,0,0
701112,2,1,0,0,0
701115,1,1,0,0,0
701116,1,1,0,0,0
701117,1,1,0,0,0
701119,2,1,0,0,3
701120,0,2,0,1,2
701121,1,2,0,0,0
701122,1,1,0,0,0
701123,1,1,0,0,0
701124,1,1,0,2,3
701127,1,1,0,0,10
701128,1,1,0,0,0
701129,1,1,0,0,2
701130,1,1,0,0,6
701131,1,1,0,0,0
701132,1,1,0,0,0
701134,1,1,0,0,0
701136,1,2,0,0,0
701137,1,2,0,0,0
701138,1,1,0,2,0
701139,2,1,0,0,0
701140,1,1,0,0,0
701141,1,1,0,0,0
701142,1,2,0,0,0
701143,0,0,0,0,0
701144,1,1,0,0,0
701147,1,2,0,0,0
701150,1,2,0,1,0
701151,1,1,0,0,7
701152,1,1,0,0,0
701153,2,1,0,0,0
701154,1,1,0,1,0
701155,1,1,0,1,0
701156,1,2,0,0,0
701160,1,1,0,0,0
701161,1,1,0,0,60
701164,1,1,1,0,0
701165,1,1,0,0,0
701166,1,1,0,0,0
701167,1,1,0,1,0
701168,1,1,0,0,3
701169,2,1,0,0,0
701170,2,1,0,0,0
701171,1,1,0,0,0
701174,1,1,1,0,0
701175,1,1,0,0,0
701176,2,2,0,0,5
701177,1,2,0,2,0
701178,1,1,0,0,0
701179,1,1,0,0,0
701182,1,1,0,0,0
701183,1,1,1,0,0
701184,1,1,1,0,0
701185,1,1,0,0,0
701186,1,2,0,0,0
701187,1,2,0,0,0
701188,2,1,0,0,0
701192,1,1,0,0,0
701193,1,1,0,0,2
701194,1,1,0,0,1
701195,1,1,0,0,6
701198,2,1,0,0,0
701199,1,2,0,0,0
701200,1,1,0,0,7
701201,2,2,0,0,0
701202,2,1,0,2,0
701203,1,2,0,0,13
701205,1,2,0,0,0
701206,2,2,0,0,0
701207,1,1,0,0,0
701209,1,1,0,0,0
701210,1,1,1,0,0
701211,1,1,0,0,0
701213,1,3,0,0,0
701216,1,1,0,0,0
701217,1,1,0,0,3
701218,1,1,0,1,13
701219,1,1,0,0,0
701220,1,1,0,0,7
701221,2,1,0,0,0
701223,1,1,0,0,0
701224,1,1,0,0,0
701227,1,3,0,0,0
701228,1,3,0,0,10
701229,2,2,0,1,0
701230,1,2,0,0,3
701231,1,2,0,0,0
701232,1,1,0,0,0
701233,1,2,0,0,0
701235,1,2,0,0,0
701236,1,2,0,0,8
701237,1,2,0,0,0
701238,1,2,0,0,0
701239,2,1,0,0,6
701240,1,1,0,0,5
701243,1,2,0,2,0
701244,1,2,1,0,0
701245,1,1,0,0,0
701247,1,1,0,0,0
701248,1,1,0,0,14
701249,1,1,0,1,0
701250,1,2,0,0,0
701251,1,1,0,0,0
701252,1,1,0,0,0
701254,1,3,0,0,0
701255,1,3,0,0,0
701256,1,2,0,0,0
701257,1,1,0,0,0
701259,1,2,0,0,0
701260,1,2,0,0,0
701261,1,1,0,0,1
701263,1,1,0,2,0
701264,1,1,0,0,0
701265,1,1,0,0,0
701266,1,1,0,2,43
701267,1,1,0,0,0
701271,1,1,0,1,7
701272,1,1,0,0,0
701273,1,1,0,0,0
701274,1,1,0,0,0
701277,1,1,0,0,0
701278,1,1,0,0,2
701279,1,1,0,0,0
701281,1,1,0,0,0
701283,1,1,0,0,0
701284,1,1,0,0,2
701286,1,1,0,0,0
701287,1,1,0,0,0
701288,1,1,0,0,0
701290,2,1,0,0,0
701291,2,1,0,0,0
701292,1,1,0,0,0
701293,2,1,0,0,3
701294,1,2,0,0,3
701295,1,3,0,0,0
701296,1,2,0,0,0
701298,1,1,0,1,0
701299,1,2,0,0,3
701300,1,1,0,0,0
701301,1,2,1,0,0
701302,1,1,0,0,0
701303,1,2,0,0,0
701305,1,1,0,0,0
701306,1,1,0,0,0
701308,1,1,0,0,0
701309,1,1,0,0,0
701311,1,1,0,0,1
701312,1,1,1,0,0
701313,1,1,0,0,0
701316,1,2,0,0,0
701317,1,2,0,1,0
701319,1,2,0,0,9
701320,1,2,0,0,0
701321,1,2,0,0,2
701324,2,1,0,1,7
701325,1,2,0,0,0
701326,1,2,0,0,0
701327,1,1,0,1,0
701328,1,1,0,0,0
701329,1,1,0,0,0
701330,1,1,0,1,13
701333,1,3,0,1,0
701335,2,1,0,0,0
701336,1,2,0,0,1
701337,1,1,0,0,0
701339,1,1,0,0,0
701340,1,1,0,0,0
701341,1,1,0,0,0
701343,1,3,0,1,0
701344,1,3,0,0,0
701345,1,1,0,0,4
701346,1,1,0,0,0
701347,1,2,0,0,4
701348,1,2,0,0,0
701349,1,1,0,0,2
701350,2,1,0,0,6
701351,1,1,0,0,0
701352,1,1,0,0,0
701354,1,1,0,1,8
701355,1,1,0,0,1
701356,1,1,0,0,0
701359,1,1,1,0,0
701360,1,1,0,0,0
701361,1,1,0,1,13
701362,1,1,0,0,0
701363,1,1,0,0,0
701364,1,1,0,0,0
701365,2,2,0,0,0
701367,1,1,0,0,0
701368,1,1,0,0,6
701369,1,1,0,0,0
701370,1,1,0,0,0
701372,1,1,0,0,1
701373,1,2,0,0,0
701374,1,1,0,0,3
701375,1,2,0,0,0
701378,1,3,0,0,0
701379,2,1,0,0,0
701380,1,1,0,1,11
701382,1,2,0,0,0
701384,1,2,0,0,0
701385,1,1,0,0,2
701387,1,1,0,0,0
701388,1,1,0,0,0
701390,1,1,0,0,1
701391,1,3,0,0,7
701394,2,0,0,0,0
701395,1,1,0,0,0
701396,1,3,0,0,0
701397,2,1,0,0,0
701398,1,1,0,1,8
701400,1,1,0,0,5
701401,2,0,0,0,0
701402,2,1,0,0,0
701403,1,1,0,0,0
701406,1,3,0,0,0
701407,1,1,0,0,0
701408,1,1,1,0,0
701410,1,2,0,2,0
701411,1,1,0,0,6
701413,1,1,0,0,0
701414,1,1,0,2,0
701415,1,1,0,0,0
701417,1,2,0,0,0
701418,1,1,1,0,0
701419,1,1,0,0,0
701421,1,3,0,0,0
701422,1,1,0,0,0
701425,1,1,0,0,0
701426,1,1,0,0,0
701427,1,1,0,0,0
701428,1,3,0,0,0
701429,1,1,0,1,0
701430,1,1,0,0,0
701432,1,2,0,0,0
701433,1,1,0,3,24
701434,1,1,0,0,0
701435,1,2,0,0,0
701436,1,2,0,0,20
701437,1,1,0,0,0
701438,1,1,0,0,2
701439,1,1,0,0,0
701442,1,1,0,0,0
701443,1,1,0,0,5
701444,1,1,0,0,1
701445,1,1,0,0,0
701446,1,1,0,0,1
701447,1,1,0,0,0
701448,1,1,0,0,0
701450,1,0,0,1,0
701451,1,0,0,0,0
701452,1,1,0,0,0
701453,2,0,0,0,0
701454,1,2,0,0,0
