pid,psr,trg,loc,yds,comp,succ,spk,dfb
699429,JG-0650,CH-3350,SM,4,1,1,0,
699431,JG-0650,MB-1800,SL,5,1,1,0,
699433,JG-0650,JE-0100,SR,6,1,1,0,
699436,JG-0650,MB-1800,SL,5,1,0,0,
699439,JG-0650,MM-3450,DL,0,0,0,0,
699442,CP-0500,DJ-1325,SL,5,1,1,0,
699443,CP-0500,AE-0750,SL,12,1,1,0,
699446,CP-0500,MF-0950,SM,0,0,0,0,MB-5250
699447,CP-0500,MF-0950,SR,0,0,0,0,
699448,CP-0500,MF-0950,SL,11,1,1,0,
699449,CP-0500,LF-0200,SL,1,1,1,0,
699453,JG-0650,JW-2550,SM,0,0,0,0,
699454,JG-0650,DA-0900,DL,32,1,1,0,
699456,JG-0650,DA-0900,SM,13,1,1,0,
699457,JG-0650,JW-2550,SR,7,1,1,0,
699459,JG-0650,MB-1800,SR,0,0,0,0,
699462,JG-0650,JW-2550,SL,7,1,1,0,
699463,JG-0650,DA-0900,SR,3,1,0,0,
699467,CP-0500,JB-6950,SR,8,1,1,0,
699468,CP-0500,LF-0200,SM,21,1,1,0,
699469,CP-0500,JB-6750,SL,0,0,0,0,JC-3518
699470,CP-0500,LF-0200,SR,15,1,1,0,
699471,CP-0500,MF-0950,SM,0,0,0,0,JC-3550
699472,CP-0500,DJ-1325,SR,4,1,0,0,
699473,CP-0500,LF-0200,SR,10,1,1,0,
699476,CP-0500,AE-0750,SR,-4,1,0,0,
699477,CP-0500,JB-6750,DM,18,1,0,0,
699481,KC-2350,JR-1150,SR,12,1,1,0,
699483,KC-2350,JR-1150,SM,0,0,0,0,LT-0400
699484,KC-2350,JR-1150,SR,14,1,1,0,
699485,KC-2350,RG-1650,SR,0,0,0,0,
699487,KC-2350,JR-1150,SM,13,1,0,0,
699490,BR-1100,ER-0462,SR,6,1,1,0,
699491,BR-1100,DW-3600,SR,2,1,0,0,
699494,KC-2350,DJ-0200,SL,31,1,1,0,
699496,KC-2350,DJ-0200,SR,0,0,0,0,AM-2300
699497,KC-2350,DJ-0200,SR,6,1,1,0,
699499,KC-2350,JR-1150,SM,0,0,0,0,RS-0962
699500,KC-2350,JC-5680,SR,0,0,0,0,
699503,BR-1100,AB-3500,SL,5,1,1,0,
699505,BR-1100,ER-0462,SM,20,1,1,0,
699506,BR-1100,SC-0775,SR,0,0,0,0,
699507,BR-1100,ER-0462,SL,0,0,0,0,
699508,KC-2350,JC-5680,SM,11,1,1,0,
699509,KC-2350,PG-0100,SR,6,1,1,0,
699511,KC-2350,DJ-0200,SR,0,0,0,0,
699512,KC-2350,PG-0100,SM,2,1,0,0,
699516,BR-1100,DW-3600,SL,14,1,1,0,
699517,BR-1100,AB-3500,SR,13,1,1,0,
699521,BR-1100,JJ-0725,SM,8,1,1,0,
699523,BR-1100,AB-3500,SR,0,0,0,0,JN-1750
699524,BR-1100,JJ-0725,SM,7,1,0,0,
699525,BR-1100,AB-3500,DL,29,1,1,0,
699528,KC-2350,DJ-0200,DR,33,1,1,0,
699531,KC-2350,JC-5680,SM,9,1,0,0,
699533,KC-2350,JR-1150,SL,4,1,0,0,
699534,KC-2350,CT-1220,SM,5,1,0,0,
699536,BR-1100,JJ-0725,SM,4,1,1,0,
699541,BR-1100,ER-0462,SM,5,1,1,0,
699542,BR-1100,DW-3600,SR,0,0,0,0,
699543,BR-1100,DW-3600,SR,4,1,0,0,
699544,BR-1100,ER-0462,SM,19,1,1,0,
699545,BR-1100,ER-0462,SL,6,1,1,0,
699546,BR-1100,JJ-0725,SM,0,0,0,0,DB-5100
699547,BR-1100,JJ-0725,SM,6,1,1,0,
699548,BR-1100,ER-0462,SL,3,1,1,0,
699554,BR-1100,DW-3600,SM,0,0,0,0,
699555,BR-1100,AB-3500,DL,16,1,1,0,
699559,BR-1100,JJ-0725,DL,0,0,0,0,
699564,KC-2350,JC-5680,SM,9,1,0,0,
699565,KC-2350,JC-5680,SR,7,1,1,0,
699566,KC-2350,JR-1150,DL,0,0,0,0,
699567,BR-1100,AB-3500,SL,0,1,0,0,
699568,BR-1100,SC-0775,DL,42,1,1,0,
699569,BR-1100,DW-3600,SL,7,1,1,0,
699570,BR-1100,DW-3600,SM,0,0,0,0,
699571,BR-1100,AB-3500,DL,26,1,1,0,
699575,KC-2350,DJ-0200,SL,9,1,1,0,
699576,KC-2350,DJ-0200,SL,11,1,1,0,
699578,KC-2350,CT-1220,SM,11,1,1,0,
699579,KC-2350,PG-0100,SR,10,1,1,0,
699581,KC-2350,PG-0100,SR,6,1,0,0,
699582,KC-2350,PG-0100,SL,8,1,0,0,
699583,KC-2350,JC-5680,DR,0,0,0,0,
699588,BR-1100,AB-3500,SR,0,0,0,0,
699590,KC-2350,MJ-2275,SM,9,1,1,0,
699592,KC-2350,JR-1150,SM,5,1,1,0,
699593,KC-2350,PG-0100,DR,19,1,1,0,
699594,KC-2350,JC-5680,DM,16,1,1,0,
699595,KC-2350,VD-0100,SM,20,1,1,0,
699599,BR-1100,DW-3600,SM,5,1,1,0,
699602,BR-1100,JJ-0725,SM,6,1,1,0,
699606,BR-1100,AB-3500,SR,0,0,0,0,JN-1750
699607,BR-1100,SC-0775,SR,14,1,1,0,
699609,BR-1100,DW-3600,SL,-4,1,0,0,
699610,BR-1100,AB-3500,DL,21,1,1,0,
699614,KC-2350,DJ-0200,SR,12,1,1,0,
699615,KC-2350,JR-1150,SR,0,0,0,0,
699617,KC-2350,JC-5680,SR,0,0,0,0,MM-3800
699618,KC-2350,JR-1150,SL,5,1,0,0,
699623,BR-1100,AB-3500,DL,16,1,1,0,
699628,KC-2350,DJ-0200,SR,0,0,0,0,DM-1475
699629,KC-2350,JR-1150,SM,11,1,1,0,
699630,KC-2350,JD-2350,SL,9,1,1,0,
699632,KC-2350,JC-5680,SL,6,1,1,0,
699633,KC-2350,DJ-0200,SL,0,0,0,0,
699634,KC-2350,JC-5680,SM,0,0,0,0,
699638,CK-0250,TH-1550,SR,2,1,0,0,
699639,CK-0250,KB-1900,SL,8,1,1,0,
699640,CK-0250,LK-0200,SL,9,1,1,0,
699642,CK-0250,TG-1950,SM,0,0,0,0,
699643,CK-0250,TA-1050,SR,0,0,0,0,
699644,CK-0250,TA-1050,SR,0,0,0,0,
699647,BG-0100,TS-2300,SR,0,0,0,0,
699650,BG-0100,QP-0050,SL,5,1,1,0,
699651,BG-0100,QP-0050,SL,1,1,0,0,
699657,BG-0100,JK-1000,SR,6,1,1,0,
699658,BG-0100,JK-1000,DM,0,0,0,0,
699660,BG-0100,CH-5000,SR,4,1,1,0,
699663,BG-0100,GC-0350,SL,0,0,0,0,MB-0650
699664,BG-0100,SD-0800,SL,7,1,1,0,
699669,CK-0250,TA-1050,SL,3,1,0,0,
699671,CK-0250,TH-1550,SR,0,0,0,0,TB-2700
699673,BG-0100,TS-2300,SR,15,1,1,0,
699679,BG-0100,TS-2300,SR,-2,1,0,0,
699680,CK-0250,KB-1900,DR,22,1,1,0,
699685,CK-0250,TG-1950,SM,0,0,0,0,QD-0200
699687,BG-0100,GC-0350,SL,0,0,0,0,MB-0650
699688,BG-0100,CH-5000,SL,0,0,0,0,
699689,BG-0100,JK-1000,SR,4,1,0,0,
699690,BG-0100,JK-1000,DL,18,1,1,0,
699698,CK-0250,KB-1900,SR,22,1,1,0,
699701,CK-0250,TA-1050,SL,0,0,0,0,JW-0750
699705,BG-0100,CH-5000,SR,1,1,0,0,
699707,BG-0100,JK-1000,SL,10,1,1,0,
699708,BG-0100,SD-0800,SR,11,1,0,0,
699710,CK-0250,TH-1550,SL,0,0,0,0,RA-1350
699711,CK-0250,TA-1050,SL,0,0,0,0,
699715,BG-0100,JK-1000,SR,0,0,0,0,
699717,CK-0250,TG-1950,SL,-5,1,0,0,
699718,CK-0250,BQ-0050,SR,0,0,0,0,
699724,BG-0100,QP-0050,SL,6,1,1,0,
699725,BG-0100,BG-0100,SL,-16,1,0,0,
699729,CK-0250,BQ-0050,SR,3,1,0,0,
699731,BG-0100,VM-0250,SR,0,0,0,0,MA-0450
699733,BG-0100,JK-1000,SL,0,0,0,0,
699735,CK-0250,TA-1050,DR,0,0,0,0,
699736,CK-0250,TA-1050,SR,5,1,0,0,
699737,CK-0250,KB-1900,SL,0,0,0,0,JW-0750
699741,BG-0100,JK-1000,SL,-2,1,0,0,
699744,CK-0250,TA-1050,SR,0,1,0,0,
699747,CK-0250,BC-3070,SR,7,1,0,0,
699751,BG-0100,TS-2300,SR,0,0,0,0,
699755,CK-0250,TA-1050,SL,5,1,1,0,
699757,CK-0250,LK-0200,SM,0,0,0,0,
699758,BG-0100,GC-0350,SL,0,0,0,0,AO-0250
699760,BG-0100,QP-0050,SL,13,1,1,0,
699761,BG-0100,JK-1000,SR,17,1,1,0,
699762,BG-0100,TS-2300,SR,0,0,0,0,
699767,BG-0100,QP-0050,SL,35,1,1,0,
699769,BG-0100,TS-2300,SM,0,0,0,0,
699770,BG-0100,VM-0250,SL,8,1,1,0,
699773,CK-0250,TA-1050,SR,0,0,0,0,
699774,CK-0250,LK-0200,SL,6,1,1,0,
699775,CK-0250,TA-1050,SR,0,0,0,0,
699777,BG-0100,VM-0250,SM,6,1,1,0,
699778,BG-0100,JK-1000,SL,8,1,1,0,
699779,BG-0100,JK-1000,DR,0,0,0,0,
699782,BG-0100,GC-0350,SR,15,1,1,0,
699791,CK-0250,MB-3862,SR,8,1,1,0,
699793,CK-0250,BQ-0050,SR,5,1,1,0,
699794,CK-0250,BQ-0050,SR,0,0,0,0,DJ-1750
699795,CK-0250,KB-1900,SM,15,1,1,0,
699796,CK-0250,BQ-0050,SM,15,1,1,0,
699797,CK-0250,TH-1550,SM,0,0,0,0,
699798,CK-0250,TA-1050,SL,0,0,0,0,
699799,CK-0250,KB-1900,SL,0,0,0,0,
699807,RF-0500,BB-2450,SR,0,0,0,0,
699809,RF-0500,QE-0100,DL,34,1,1,0,
699814,RF-0500,KD-0400,SR,0,0,0,0,AW-1200
699815,RF-0500,QE-0100,SR,10,1,1,0,
699817,RF-0500,MF-1300,SR,0,0,0,0,
699822,RF-0500,BP-1200,SM,0,0,0,0,
699826,TT-0500,CC-2100,SR,-2,1,0,0,
699827,TT-0500,MG-1050,DR,84,1,1,0,
699831,RF-0500,QE-0100,SL,11,1,1,0,
699835,RF-0500,ED-0200,DM,24,1,1,0,
699838,RF-0500,BP-1200,SL,1,1,0,0,
699841,TT-0500,RW-4050,SM,0,0,0,0,
699843,TT-0500,CC-2100,SR,6,1,0,0,
699845,RF-0500,BM-0300,DR,37,1,1,0,
699846,RF-0500,JM-0887,SL,0,0,0,0,
699848,RF-0500,BM-0300,SM,15,1,1,0,
699856,TT-0500,MG-1050,SL,0,0,0,0,
699858,TT-0500,MG-1050,DR,0,0,0,0,
699862,RF-0500,QE-0100,DM,21,1,1,0,
699864,RF-0500,QE-0100,SM,14,1,1,0,
699865,RF-0500,BM-0300,DL,21,1,1,0,
699868,RF-0500,ED-0200,DR,18,1,1,0,
699869,RF-0500,ED-0200,SM,5,1,1,0,
699872,TT-0500,SW-0450,SL,9,1,1,0,
699874,TT-0500,CC-2100,SL,4,1,1,0,
699876,TT-0500,SW-0450,SR,11,1,1,0,
699877,TT-0500,CC-2100,SR,8,1,1,0,
699878,TT-0500,MG-1050,SR,0,0,0,0,
699881,TT-0500,LM-1000,SL,9,1,1,0,
699882,TT-0500,,NL,0,0,0,1,
699883,TT-0500,LM-1000,SM,0,0,0,0,
699888,TT-0500,LM-1000,SL,4,1,1,0,
699889,TT-0500,SW-0450,DL,0,0,0,0,
699890,TT-0500,GS-0100,DR,71,1,1,0,
699897,RF-0500,JM-0887,SR,2,1,0,0,
699902,RF-0500,BM-0300,SM,11,1,1,0,
699903,RF-0500,ED-0200,DR,0,0,0,0,RD-0050
699904,RF-0500,BM-0300,DR,0,0,0,0,
699907,TT-0500,SW-0450,DL,0,0,0,0,MW-2250
699908,TT-0500,CC-2100,SR,0,0,0,0,
699912,RF-0500,BM-0300,SR,3,1,1,0,
699913,RF-0500,BM-0300,SR,14,1,1,0,
699914,RF-0500,BM-0300,SR,0,0,0,0,
699916,RF-0500,QE-0100,SL,2,1,0,0,
699917,RF-0500,ED-0200,SR,0,0,0,0,RD-0050
699918,RF-0500,ED-0200,SM,17,1,1,0,
699919,RF-0500,MF-1300,SL,6,1,1,0,
699920,RF-0500,JM-0887,DM,16,1,1,0,
699928,EM-0250,MG-1050,SL,10,1,1,0,
699929,TT-0500,SW-0450,DL,0,0,0,0,
699931,RF-0500,BM-0300,DR,0,0,0,0,RD-0050
699932,RF-0500,JM-0887,DL,27,1,1,0,
699933,RF-0500,ED-0200,DR,35,1,1,0,
699935,RF-0500,MF-1300,SR,3,1,0,0,
699946,RF-0500,ED-0200,DM,27,1,1,0,
699952,TT-0500,LM-1000,SM,10,1,1,0,
699953,TT-0500,CC-2100,SR,0,0,0,0,
699954,TT-0500,GS-0100,SL,11,1,1,0,
699955,TT-0500,LM-1000,SL,8,1,1,0,
699956,TT-0500,GS-0100,SR,4,1,1,0,
699957,TT-0500,GS-0100,SL,3,1,0,0,
699959,TT-0500,CC-2100,SR,11,1,1,0,
699960,TT-0500,GS-0100,DL,0,0,0,0,BS-2300
699961,TT-0500,MG-0650,SR,18,1,1,0,
699968,TT-0500,RW-4050,SL,10,1,1,0,
699972,JM-2900,AH-1900,SR,8,1,1,0,
699974,JM-2900,CC-3650,DL,0,0,0,0,
699975,JM-2900,DJ-1850,SR,28,1,1,0,
699979,JM-2900,CC-3650,DL,31,1,1,0,
699983,JF-1900,DP-1300,SL,6,1,1,0,
699984,JF-1900,MW-0500,SR,5,1,1,0,
699985,JF-1900,CG-1030,SM,0,0,0,0,
699987,JF-1900,KJ-1400,SR,0,0,0,0,
699993,JF-1900,SS-2100,SR,0,0,0,0,
699994,JM-2900,TP-2400,DR,0,0,0,0,
699996,JM-2900,GB-0200,SM,14,1,1,0,
699997,JM-2900,CC-3650,SL,11,1,1,0,
700000,JF-1900,TW-1350,SL,0,0,0,0,
700002,JF-1900,CM-2675,SM,9,1,1,0,
700003,JF-1900,KA-0400,DL,0,0,0,0,
700005,JF-1900,MW-0500,SM,12,1,1,0,
700006,JF-1900,TW-1350,SM,0,0,0,0,
700008,JF-1900,CM-2675,DL,0,0,0,0,
700009,JF-1900,JF-2800,SL,8,1,1,0,
700014,JM-2900,TP-2400,SR,16,1,1,0,
700015,JM-2900,IC-0300,SR,15,1,1,0,
700017,JM-2900,CC-3650,SR,0,0,0,0,
700022,JF-1900,JF-2800,SR,6,1,1,0,
700023,JF-1900,MW-0500,DR,0,0,0,0,
700024,JF-1900,DP-1300,SM,13,1,1,0,
700025,JF-1900,DP-1300,SL,4,1,1,0,
700027,JF-1900,DP-1300,SL,0,0,0,0,
700028,JF-1900,DP-1300,SL,3,1,0,0,
700029,JF-1900,DP-1300,SM,0,0,0,0,DK-0625
700032,JM-2900,CC-3650,SL,4,1,1,0,
700033,JM-2900,AH-1900,SR,4,1,1,0,
700039,JF-1900,BP-0450,DR,0,0,0,0,JH-0100
700040,JF-1900,DP-1300,SL,30,1,1,0,
700041,JF-1900,CG-1030,SM,22,1,1,0,
700043,JF-1900,MW-0500,SR,7,1,1,0,
700046,JM-2900,GB-0200,SR,10,1,1,0,
700047,JM-2900,RH-1950,DL,0,0,0,0,
700048,JF-1900,SS-2100,SR,0,0,0,0,JH-0100
700049,JF-1900,DP-1300,SL,5,1,0,0,
700050,JF-1900,KJ-1400,SR,8,1,1,0,
700051,JF-1900,MW-0500,DL,0,0,0,0,
700052,JF-1900,SS-2100,SR,14,1,1,0,
700053,JF-1900,SS-2100,SR,0,0,0,0,
700057,JF-1900,DP-1300,SR,0,0,0,0,
700058,JF-1900,SS-2100,DR,19,1,1,0,
700059,JF-1900,SS-2100,DR,31,1,1,0,
700061,JF-1900,MW-0500,DL,17,1,1,0,
700064,JM-2900,TP-2400,DR,0,0,0,0,
700066,JM-2900,DJ-1850,SR,12,1,1,0,
700067,JM-2900,TP-2400,DR,0,0,0,0,
700072,JF-1900,JF-2800,SM,0,0,0,0,
700073,JF-1900,BP-0450,DM,20,1,1,0,
700075,JF-1900,BP-0450,DR,0,0,0,0,
700076,JM-2900,TP-2400,SR,0,0,0,0,
700078,JM-2900,CC-3650,DR,0,0,0,0,
700079,JM-2900,GB-0200,DL,0,0,0,0,
700080,JM-2900,TP-2400,DL,0,0,0,0,
700084,JF-1900,DP-1300,SL,9,1,1,0,
700087,JF-1900,JF-2800,SL,-5,1,0,0,
700088,JF-1900,BP-0450,SL,12,1,0,0,
700089,JF-1900,BP-0450,SL,0,0,0,0,JP-4150
700093,JM-2900,CC-3650,DM,47,1,1,0,
700096,JM-2900,TP-2400,DR,0,0,0,0,
700098,JF-1900,DP-1300,SM,28,1,1,0,
700102,JF-1900,CG-1030,SM,0,0,0,0,DK-0625
700106,JM-2900,TP-2400,SM,15,1,1,0,
700110,JM-2900,DJ-1850,SR,0,0,0,0,
700113,JF-1900,TW-1350,SL,15,1,1,0,
700116,JF-1900,DP-1300,SR,4,1,1,0,
700121,JF-1900,JF-2800,SR,0,0,0,0,
700124,JM-2900,DJ-1850,SR,5,1,1,0,
700125,JM-2900,GB-0200,SM,6,1,1,0,
700126,JM-2900,AH-1900,SL,16,1,1,0,
700127,JM-2900,TP-2400,SR,1,1,0,0,
700128,JM-2900,DJ-1850,SR,-1,1,0,0,
700129,JM-2900,GB-0200,SL,7,1,0,0,
700130,JM-2900,CC-3650,SR,11,1,1,0,
700132,JM-2900,TP-2400,DM,0,0,0,0,
700141,AD-0100,TB-2075,SL,10,1,1,0,
700144,AD-0100,AG-1500,DL,0,0,0,0,
700148,BR-1100,AB-3500,SL,16,1,1,0,
700150,BR-1100,JJ-0725,SL,0,0,0,0,
700151,BR-1100,JJ-0725,SL,11,1,1,0,
700153,BR-1100,ER-0462,SM,0,0,0,0,
700155,BR-1100,DW-3600,SR,10,1,0,0,
700156,BR-1100,AB-3500,DL,0,0,0,0,
700157,AD-0100,AG-1500,SM,0,0,0,0,
700159,AD-0100,CU-0150,SL,0,0,0,0,
700162,BR-1100,XG-0100,SM,0,0,0,0,
700163,BR-1100,SC-0775,DL,44,1,1,0,
700165,BR-1100,XG-0100,SR,20,1,1,0,
700168,AD-0100,BL-0100,SR,13,1,1,0,
700170,AD-0100,AG-1500,DM,21,1,1,0,
700171,AD-0100,TK-0850,DR,21,1,1,0,
700173,AD-0100,BL-0100,SL,0,0,0,0,CH-3100
700174,AD-0100,GB-0350,SM,4,1,0,0,
700177,BR-1100,DJ-1300,SR,5,1,1,0,
700178,BR-1100,XG-0100,SR,0,0,0,0,
700179,BR-1100,ER-0462,SL,9,1,1,0,
700180,BR-1100,JJ-0725,SL,9,1,1,0,
700184,BR-1100,DH-2800,SL,0,0,0,0,AJ-1200
700187,AD-0100,CU-0150,DR,0,0,0,0,
700188,AD-0100,CU-0150,SR,2,1,0,0,
700192,BR-1100,AB-3500,DM,0,0,0,0,
700195,AD-0100,TB-2075,SL,8,1,1,0,
700196,AD-0100,JH-4025,SR,0,0,0,0,
700200,BR-1100,AB-3500,SM,0,0,0,0,
700202,AD-0100,AG-1500,DR,0,0,0,0,RC-1550
700203,AD-0100,AG-1500,SL,0,0,0,0,
700206,BR-1100,ER-0462,DM,0,0,0,0,
700208,BR-1100,DW-3600,SL,0,0,0,0,
700211,AD-0100,GB-0350,SR,7,1,1,0,
700212,AD-0100,GB-0350,SM,0,0,0,0,CH-3100
700213,AD-0100,TB-2075,SM,16,1,1,0,
700215,AD-0100,CU-0150,DM,0,0,0,0,MM-3800
700216,AD-0100,GB-0350,SR,5,1,0,0,
700219,BR-1100,SC-0775,DR,0,0,0,0,
700220,BR-1100,DW-3600,SL,4,1,1,0,
700221,BR-1100,SC-0775,DR,0,0,0,0,
700222,AD-0100,GB-0350,SR,24,1,1,0,
700223,AD-0100,BL-0100,SL,0,0,0,0,WG-0500
700224,AD-0100,TK-0850,SR,7,1,1,0,
700225,AD-0100,GB-0350,SM,0,0,0,0,
700226,AD-0100,CU-0150,SR,5,1,1,0,
700227,AD-0100,AG-1500,DR,17,1,1,0,
700228,AD-0100,BL-0100,SR,0,0,0,0,AB-3875
700231,AD-0100,JH-4025,SL,0,0,0,0,
700233,AD-0100,TB-2075,SL,0,0,0,0,RC-1550
700235,BR-1100,AB-3500,SR,3,1,0,0,
700239,BR-1100,SC-0775,DR,0,0,0,0,DK-0750
700241,AD-0100,JH-4025,SL,25,1,1,0,
700244,AD-0100,BL-0100,SM,0,0,0,0,WG-0500
700248,BR-1100,FT-0300,SL,9,1,1,0,
700249,BR-1100,AB-3500,SR,0,0,0,0,GI-1300
700250,BR-1100,XG-0100,SM,6,1,1,0,
700251,BR-1100,SC-0775,DR,53,1,1,0,
700252,BR-1100,JJ-0725,SM,9,1,1,0,
700257,AD-0100,TB-2075,DR,29,1,1,0,
700258,AD-0100,AG-1500,SR,0,0,0,0,
700259,AD-0100,TK-0850,SR,7,1,1,0,
700260,AD-0100,AE-1037,DM,20,1,1,0,
700262,AD-0100,JH-4025,SL,4,1,1,0,
700263,AD-0100,BL-0100,SR,0,0,0,0,
700266,AD-0100,CU-0150,SL,0,0,0,0,RG-1250
700267,AD-0100,CU-0150,SL,0,0,0,0,
700273,BR-1100,JJ-0725,SR,0,0,0,0,
700275,BR-1100,AB-3500,SL,0,0,0,0,
700278,AD-0100,TB-2075,SM,9,1,1,0,
700279,AD-0100,AG-1500,SL,0,0,0,0,
700281,AD-0100,TB-2075,SL,0,0,0,0,
700283,BR-1100,AB-3500,SR,3,1,0,0,
700285,BR-1100,AB-3500,DL,17,1,1,0,
700287,BR-1100,DW-3600,SR,20,1,1,0,
700288,BR-1100,DH-2800,SR,7,1,1,0,
700293,BR-1100,AB-3500,SL,0,0,0,0,KD-0100
700294,BR-1100,DW-3600,SL,4,1,1,0,
700297,AD-0100,GB-0350,SL,7,1,1,0,
700298,AD-0100,GB-0350,SM,12,1,1,0,
700299,AD-0100,GB-0350,SR,9,1,1,0,
700300,AD-0100,CU-0150,SR,2,1,1,0,
700301,AD-0100,JH-4025,SM,8,1,1,0,
700302,AD-0100,JW-6545,SR,10,1,1,0,
700304,AD-0100,GB-0350,SL,25,1,1,0,
700309,BR-1100,AB-3500,SL,0,0,0,0,
700311,AD-0100,TK-0850,SM,0,0,0,0,
700312,AD-0100,BL-0100,SR,9,1,1,0,
700314,AD-0100,BL-0100,DM,17,1,1,0,
700315,AD-0100,TB-2075,SM,6,1,0,0,
700321,AD-0100,GB-0350,SR,7,1,0,0,
700323,DP-2037,CB-1130,SR,11,1,1,0,
700325,DP-2037,DB-5300,SR,0,0,0,0,JN-1750
700326,DP-2037,DB-5300,SM,18,1,1,0,
700329,DP-2037,DB-5300,DM,17,1,1,0,
700331,DP-2037,CB-1130,SM,28,1,1,0,
700332,DP-2037,DB-5300,SL,0,0,0,0,BB-2725
700333,DP-2037,EE-0250,SM,1,1,0,0,
700334,DP-2037,BB-4100,SR,0,0,0,0,JN-1750
700338,KC-2350,DJ-0200,SR,28,1,1,0,
700341,KC-2350,JC-5680,DR,0,0,0,0,
700343,DP-2037,JW-6000,SL,29,1,1,0,
700349,DP-2037,DB-5300,SL,6,1,1,0,
700351,DP-2037,GS-1400,SR,28,1,1,0,
700357,KC-2350,JR-1150,DM,25,1,1,0,
700360,KC-2350,VD-0100,SR,4,1,1,0,
700361,KC-2350,PG-0100,SR,9,1,1,0,
700363,KC-2350,MJ-2275,SM,4,1,1,0,
700364,KC-2350,PG-0100,SL,0,0,0,0,
700365,KC-2350,DJ-0200,SL,12,1,1,0,
700369,DP-2037,DB-5300,SL,15,1,1,0,
700371,DP-2037,CB-1130,SL,0,0,0,0,
700373,DP-2037,LD-0850,SM,10,1,0,0,
700377,KC-2350,DJ-0200,DM,0,0,0,0,
700381,DP-2037,DB-5300,SL,0,0,0,0,WC-0300
700382,DP-2037,LD-0850,SL,16,1,1,0,
700384,DP-2037,EE-0250,SM,3,1,1,0,
700388,DP-2037,JW-6000,SM,0,0,0,0,DH-0700
700392,KC-2350,PG-0100,SR,0,0,0,0,
700393,KC-2350,JR-1150,SM,15,1,1,0,
700396,KC-2350,JC-5680,SR,6,1,0,0,
700397,KC-2350,JR-1150,SL,9,1,1,0,
700398,KC-2350,DJ-0200,DL,0,0,0,0,
700399,KC-2350,VD-0100,SL,10,1,1,0,
700400,KC-2350,JC-5680,DR,0,0,0,0,MC-2150
700401,KC-2350,JR-1150,SM,0,0,0,0,SL-0500
700402,KC-2350,CT-1220,SM,9,1,0,0,
700408,KC-2350,PG-0100,DL,16,1,1,0,
700409,KC-2350,VD-0100,SM,32,1,1,0,
700410,KC-2350,DJ-0200,SR,0,1,0,0,
700412,KC-2350,RG-1650,SR,5,1,1,0,
700413,KC-2350,JD-2350,SR,0,0,0,0,
700414,KC-2350,JC-5680,SM,11,1,1,0,
700417,DP-2037,JW-6000,SR,14,1,1,0,
700420,DP-2037,KS-1450,SL,5,1,1,0,
700424,DP-2037,DB-5300,DL,16,1,1,0,
700425,DP-2037,DB-5300,SL,0,0,0,0,BB-2725
700429,KC-2350,VD-0100,SR,6,1,1,0,
700433,KC-2350,VD-0100,SR,-1,1,0,0,
700434,KC-2350,,NL,0,0,0,0,
700437,DP-2037,DB-5300,SL,9,1,1,0,
700439,KC-2350,NP-0100,SM,16,1,1,0,
700442,KC-2350,JD-2350,SL,0,0,0,0,BC-0500
700443,KC-2350,PG-0100,SR,0,0,0,0,
700448,DP-2037,CB-1130,SL,10,1,0,0,
700450,KC-2350,JD-2350,DL,57,1,1,0,
700452,KC-2350,JR-1150,SR,13,1,1,0,
700453,KC-2350,JD-2350,SR,0,0,0,0,
700454,KC-2350,JR-1150,SR,0,0,0,0,
700455,KC-2350,PG-0100,SM,0,0,0,0,
700457,DP-2037,DB-5300,SM,21,1,1,0,
700458,DP-2037,CB-1130,SM,14,1,1,0,
700460,DP-2037,GS-1400,SR,1,1,0,0,
700464,DP-2037,DB-5300,SM,0,0,0,0,JN-1750
700465,DP-2037,CB-1130,SL,12,1,1,0,
700466,DP-2037,JW-6000,SL,8,1,1,0,
700471,KC-2350,JC-5680,SR,5,1,1,0,
700472,KC-2350,JC-5680,SL,2,1,1,0,
700473,KC-2350,CT-1220,SL,0,0,0,0,
