pid,psr,trg,loc,yds,comp,succ,spk,dfb
701570,CP-0500,JG-3700,SL,0,0,0,0,
701572,CP-0500,MF-0950,SL,0,0,0,0,
701575,JW-5650,CS-1950,SR,2,1,0,0,
701576,JW-5650,ME-0600,SM,11,1,1,0,
701577,JW-5650,CS-1950,SR,-1,1,0,0,
701581,JW-5650,CS-1950,SL,3,1,0,0,
701582,JW-5650,AH-3862,SR,0,0,0,0,
701586,CP-0500,DF-0550,SR,4,1,0,0,
701588,JW-5650,AS-0550,SL,5,1,1,0,
701590,JW-5650,CB-2775,SR,15,1,1,0,
701591,JW-5650,CB-2775,SR,1,1,0,0,
701592,JW-5650,,NL,-3,0,0,0,
701593,CP-0500,LF-0200,DR,0,0,0,0,
701594,CP-0500,DJ-1325,SR,0,0,0,0,
701595,CP-0500,JB-6750,DR,27,1,1,0,
701596,CP-0500,DJ-1325,SL,16,1,1,0,
701597,CP-0500,LF-0200,DR,24,1,1,0,
701598,CP-0500,LF-0200,SR,0,0,0,0,
701599,CP-0500,LF-0200,SR,0,0,0,0,
701600,CP-0500,MF-0950,SM,1,1,1,0,
701603,JW-5650,CS-1500,DR,0,0,0,0,
701604,JW-5650,CB-2775,SM,0,0,0,0,
701605,JW-5650,AH-3862,DL,0,0,0,0,
701609,CP-0500,JB-6950,SL,14,1,1,0,
701610,CP-0500,DF-0550,SR,9,1,1,0,
701611,CP-0500,JB-6750,DL,51,1,1,0,
701618,JW-5650,AH-3862,SL,9,1,1,0,
701620,JW-5650,AH-3862,SL,5,1,1,0,
701621,JW-5650,ME-0600,SL,0,0,0,0,
701622,JW-5650,AS-0550,SL,9,1,1,0,
701624,JW-5650,AH-3862,SR,24,1,1,0,
701626,JW-5650,RS-0975,SL,10,1,1,0,
701627,JW-5650,ME-0600,DL,0,0,0,0,
701629,JW-5650,ME-0600,DL,19,1,1,0,
701632,CP-0500,DJ-1325,SR,58,1,1,0,
701634,CP-0500,DJ-1325,DR,0,0,0,0,
701639,JW-5650,VJ-0100,SM,15,1,1,0,
701640,JW-5650,ME-0600,SR,0,0,0,0,
701641,JW-5650,ME-0600,SM,10,1,1,0,
701643,JW-5650,CS-1500,SM,12,1,1,0,
701644,JW-5650,CS-1950,SL,0,0,0,0,JM-1650
701649,JW-5650,AH-3862,SL,7,1,1,0,
701651,JW-5650,VJ-0100,SL,4,1,1,0,
701652,JW-5650,ME-0600,SR,0,0,0,0,MC-2570
701653,JW-5650,VJ-0100,DM,0,0,0,0,TB-2400
701657,CP-0500,DJ-1325,SL,24,1,1,0,
701658,CP-0500,LF-0200,SL,13,1,1,0,
701666,JW-5650,VJ-0100,SR,12,1,1,0,
701667,JW-5650,ME-0600,DL,0,0,0,0,
701669,JW-5650,ME-0600,SR,0,0,0,0,
701672,DS-3800,TN-0550,SR,0,0,0,0,
701673,DS-3800,JB-6950,SL,0,0,0,0,
701675,JW-5650,,NL,0,0,0,0,
701676,JW-5650,ME-0600,SM,11,1,1,0,
701677,JW-5650,CS-1950,SR,0,0,0,0,
701678,JW-5650,ME-0600,DR,0,0,0,0,
701679,JW-5650,JR-2800,SR,0,0,0,0,
701683,DS-3800,DF-0550,SM,11,1,1,0,
701686,DS-3800,LF-0200,SM,0,0,0,0,
701688,JW-5650,VJ-0100,SL,13,1,1,0,
701689,JW-5650,CB-2775,SR,0,1,0,0,
701690,JW-5650,ME-0600,SM,0,0,0,0,
701691,JW-5650,ME-0600,DR,0,0,0,0,
701697,JW-5650,RS-0975,SL,6,1,1,0,
701698,JW-5650,ME-0600,SM,0,0,0,0,
701701,JW-5650,ME-0600,DR,0,0,0,0,
701703,MR-2500,JJ-4700,SR,9,1,1,0,
701706,MR-2500,JT-0300,SM,14,1,1,0,
701712,MR-2500,JH-1350,SM,0,0,0,0,JW-0725
701713,MR-2500,JT-0300,SM,0,0,0,0,
701715,DC-0725,LS-1550,SR,7,1,1,0,
701718,DC-0725,LS-1550,SR,1,1,0,0,
701719,DC-0725,CW-0225,SR,2,1,0,0,
701721,MR-2500,AR-1200,SM,0,0,0,0,DA-0950
701723,MR-2500,TG-0025,SR,11,1,1,0,
701726,MR-2500,JH-1350,SL,0,0,0,0,DA-0950
701728,DC-0725,AC-2350,SL,5,1,1,0,
701729,DC-0725,AC-2350,SL,0,0,0,0,
701733,DC-0725,AC-2350,SM,0,0,0,0,DT-1970
701737,MR-2500,JT-0300,SR,15,1,1,0,
701739,MR-2500,AH-3650,SL,6,1,1,0,
701740,MR-2500,AR-1200,DR,20,1,1,0,
701741,MR-2500,LT-0550,SL,16,1,1,0,
701744,MR-2500,MS-0150,SL,2,1,0,0,
701747,DC-0725,MC-2900,SM,10,1,1,0,
701749,DC-0725,LM-1850,SR,10,1,1,0,
701751,DC-0725,SR-0750,SL,3,1,0,0,
701752,DC-0725,AC-2350,DM,25,1,1,0,
701757,MR-2500,JT-0300,SM,13,1,1,0,
701758,MR-2500,MS-0150,DL,0,0,0,0,
701759,MR-2500,JT-0300,SM,19,1,1,0,
701760,MR-2500,JT-0300,SL,0,0,0,0,
701761,MR-2500,MS-0150,SM,0,0,0,0,
701762,MR-2500,AR-1200,SM,10,1,1,0,
701766,MR-2500,JJ-4700,SM,21,1,1,0,
701769,DC-0725,MC-2900,SL,9,1,1,0,
701771,DC-0725,DW-1350,SR,6,1,1,0,
701774,DC-0725,CW-0225,SR,3,1,0,0,
701778,MR-2500,TC-2050,SR,1,1,0,0,
701781,DC-0725,CW-0225,SR,4,1,1,0,
701782,DC-0725,LM-1850,SR,5,1,1,0,
701783,DC-0725,JH-5125,SR,4,1,1,0,
701784,DC-0725,LM-1850,SM,10,1,1,0,
701785,DC-0725,LS-1550,SR,4,1,1,0,
701786,DC-0725,CW-0225,SM,0,0,0,0,
701787,DC-0725,SR-0750,SR,8,1,1,0,
701790,DC-0725,MC-2900,SR,10,1,1,0,
701793,DC-0725,SR-0750,SR,0,0,0,0,
701797,DC-0725,LS-1550,SL,12,1,1,0,
701799,DC-0725,CW-0225,DL,31,1,1,0,
701803,MR-2500,AH-3650,DR,44,1,1,0,
701805,MR-2500,JT-0300,DM,0,0,0,0,
701809,DC-0725,JR-2075,SL,10,1,0,0,
701810,DC-0725,AC-2350,SL,9,1,1,0,
701811,DC-0725,MC-2900,SM,0,0,0,0,
701813,DC-0725,LM-1850,SM,3,1,0,0,
701815,MR-2500,TC-2050,SM,24,1,1,0,
701816,MR-2500,AH-3650,DL,34,1,1,0,
701817,MR-2500,TG-0025,SL,9,1,1,0,
701819,MR-2500,JT-0300,SM,14,1,1,0,
701822,DC-0725,CW-0225,SR,3,1,0,0,
701825,DC-0725,CW-0225,SR,7,1,1,0,
701829,DC-0725,LM-1850,SL,5,1,1,0,
701832,DC-0725,AC-2350,SR,0,0,0,0,KI-0150
701833,DC-0725,AH-3600,SR,0,0,0,0,
701834,DC-0725,MC-2900,SR,2,1,1,0,
701838,MR-2500,JJ-4700,SM,8,1,1,0,
701839,MR-2500,JJ-4700,DR,48,1,1,0,
701841,MR-2500,MS-0150,SR,2,1,0,0,
701842,MR-2500,JH-1350,SR,8,1,1,0,
701845,DC-0725,AH-3600,SR,0,0,0,0,
701850,DC-0725,AC-2350,DL,0,0,0,0,
701854,MR-2500,LT-0550,SM,5,1,1,0,
701855,MR-2500,JJ-4700,SM,20,1,1,0,
701860,DC-0725,SR-0750,DR,0,0,0,0,
701861,DC-0725,AC-2350,SL,16,1,1,0,
701862,DC-0725,LM-1850,SM,11,1,1,0,
701863,DC-0725,SR-0750,SM,14,1,1,0,
701864,DC-0725,JO-0550,SM,15,1,1,0,
701865,DC-0725,JO-0550,SM,13,1,1,0,
701866,DC-0725,SR-0750,SL,0,0,0,0,
701867,DC-0725,AH-3600,SR,6,1,1,0,
701871,MR-2500,TG-0025,SL,8,1,1,0,
701872,MR-2500,MS-0150,SM,15,1,1,0,
701877,DC-0725,AC-2350,SM,17,1,1,0,
701879,TS-1450,ES-0200,SR,6,1,1,0,
701880,TS-1450,ES-0200,SL,14,1,1,0,
701881,TS-1450,AJ-0375,SL,11,1,1,0,
701886,AL-1100,JD-2550,SL,0,0,0,0,
701887,AL-1100,TH-1850,SR,8,1,1,0,
701888,AL-1100,DM-2775,SR,9,1,1,0,
701894,TS-1450,ES-0200,SM,19,1,1,0,
701896,TS-1450,DT-0900,SL,44,1,1,0,
701898,TS-1450,ES-0200,SL,0,0,0,0,
701899,TS-1450,ES-0200,SL,0,0,0,0,
701902,AL-1100,TH-1850,DL,0,0,0,0,
701904,AL-1100,DM-2775,SL,0,0,0,0,
701906,TS-1450,DB-2950,SL,5,1,1,0,
701910,TS-1450,DT-0900,DL,0,0,0,0,
701912,AL-1100,DM-2775,SM,0,0,0,0,
701913,AL-1100,TH-1850,SL,16,1,1,0,
701915,AL-1100,PD-0800,DM,0,0,0,0,TW-0600
701916,AL-1100,TH-1850,SR,0,0,0,0,VM-0300
701918,TS-1450,DT-0900,SL,9,1,1,0,
701920,TS-1450,JT-1050,DM,20,1,1,0,
701927,AL-1100,PD-0800,SR,0,0,0,0,
701932,TS-1450,DT-0900,SL,17,1,1,0,
701934,TS-1450,ES-0200,SR,0,0,0,0,
701935,TS-1450,VG-0300,SM,16,1,1,0,
701936,TS-1450,CA-0750,SL,2,1,0,0,
701937,TS-1450,JN-1900,SR,9,1,1,0,
701938,TS-1450,ES-0200,SL,0,0,0,0,
701939,AL-1100,QB-0250,SR,7,1,1,0,
701941,AL-1100,DA-0850,DM,0,0,0,0,
701942,AL-1100,PD-0800,SM,0,0,0,0,JC-5630
701943,AL-1100,DA-0850,SM,13,1,1,0,
701945,AL-1100,DA-0850,DM,0,0,0,0,
701951,TS-1450,JN-1900,SM,9,1,1,0,
701953,TS-1450,KB-1050,SM,0,0,0,0,DJ-0500
701954,TS-1450,JN-1900,SL,0,0,0,0,
701955,TS-1450,CA-0750,SL,11,1,1,0,
701956,TS-1450,JN-1900,SM,6,1,1,0,
701957,TS-1450,CL-0275,SL,8,1,1,0,
701958,TS-1450,DT-0900,SL,9,1,1,0,
701959,TS-1450,DT-0900,SL,0,0,0,0,
701967,AL-1100,TH-1850,SR,0,0,0,0,
701968,AL-1100,TH-1850,SM,0,0,0,0,AT-0100
701974,AL-1100,PD-0800,DL,30,1,1,0,
701978,AL-1100,JD-2550,SR,3,1,1,0,
701979,AL-1100,RT-1950,SL,0,0,0,0,BM-0330
701984,TS-1450,CA-0750,SR,0,0,0,0,
701985,TS-1450,VG-0300,SL,12,1,1,0,
701986,TS-1450,CL-0275,SM,4,1,1,0,
702002,AL-1100,TH-1850,SM,0,0,0,0,
702003,AL-1100,JF-1250,SR,0,1,0,0,
702004,AL-1100,PD-0800,SR,0,0,0,0,
702007,AL-1100,JD-2550,SL,5,1,1,0,
702008,AL-1100,CR-1525,SR,0,0,0,0,DW-4250
702009,AL-1100,JF-1250,SL,4,1,0,0,
702015,TS-1450,CA-0750,SL,0,0,0,0,
702016,TS-1450,CA-0750,SL,6,1,0,0,
702018,AL-1100,FG-0200,SM,6,1,1,0,
702021,AL-1100,TH-1850,SR,0,0,0,0,
702022,AL-1100,JD-2550,SM,22,1,1,0,
702023,AL-1100,FG-0200,SM,6,1,1,0,
702024,AL-1100,TH-1850,SR,7,1,1,0,
702025,AL-1100,TH-1850,SR,0,0,0,0,
702027,AL-1100,JD-2550,SM,7,1,0,0,
702028,AL-1100,TH-1850,SM,10,1,1,0,
702029,AL-1100,,NL,0,0,0,0,
702030,AL-1100,FG-0200,SL,7,1,1,0,
702034,TS-1450,VG-0300,DM,18,1,1,0,
702036,TS-1450,ES-0200,SR,0,0,0,0,
702037,TS-1450,DT-0900,SL,11,1,1,0,
702047,AL-1100,JF-1250,SL,11,1,1,0,
702049,AL-1100,JF-1250,SL,8,1,1,0,
702050,AL-1100,JF-1250,SL,6,1,0,0,
702052,AL-1100,DA-0850,SM,12,1,1,0,
702057,PR-0300,AG-0500,SM,6,1,1,0,
702059,PR-0300,TB-1060,SL,11,1,1,0,
702068,BB-2425,TY-0150,SR,-2,1,0,0,
702069,BB-2425,ML-1500,SM,13,1,0,0,
702071,PR-0300,TB-1060,SR,9,1,1,0,
702075,PR-0300,DI-0075,SR,0,0,0,0,
702079,BB-2425,ML-0650,SM,0,0,0,0,
702081,PR-0300,DW-4300,SR,4,1,0,0,
702082,PR-0300,AG-0500,SR,7,1,1,0,
702085,PR-0300,TW-2875,SM,12,1,1,0,
702086,PR-0300,TB-1060,SL,6,1,1,0,
702089,BB-2425,AH-3900,DM,19,1,1,0,
702091,BB-2425,JT-2000,DM,0,0,0,0,
702092,BB-2425,ML-0650,SL,6,1,1,0,
702093,BB-2425,TY-0150,SL,-1,1,0,0,
702095,PR-0300,TB-1060,DR,43,1,1,0,
702097,PR-0300,AG-0500,SM,0,0,0,0,
702098,PR-0300,DI-0075,SR,7,1,0,0,
702100,PR-0300,AG-0500,SL,2,1,1,0,
702104,BB-2425,AR-1250,SL,0,0,0,0,
702105,BB-2425,RG-1812,SM,7,1,0,0,
702107,PR-0300,MG-1150,SM,4,1,1,0,
702114,PR-0300,TW-2875,SM,0,0,0,0,
702117,BB-2425,TY-0150,SR,7,1,1,0,
702119,BB-2425,TY-0150,SL,7,1,1,0,
702120,BB-2425,JT-2000,SM,22,1,1,0,
702121,BB-2425,RG-1812,DL,0,0,0,0,
702123,PR-0300,MG-1150,SL,3,1,0,0,
702126,BB-2425,JT-2000,SL,8,1,1,0,
702127,BB-2425,JT-2000,SL,24,1,1,0,
702128,BB-2425,ML-0650,SL,22,1,1,0,
702130,BB-2425,TY-0150,SR,-4,1,0,0,
702135,BB-2425,TY-0150,SR,8,1,0,0,
702140,PR-0300,TW-2875,SR,44,1,1,0,
702143,BB-2425,JT-2000,SM,17,1,1,0,
702144,BB-2425,ML-1500,SR,0,0,0,0,DP-1250
702146,BB-2425,TY-0150,SL,0,0,0,0,
702147,BB-2425,AR-1250,SL,0,0,0,0,
702150,PR-0300,TB-1060,SR,1,1,0,0,
702151,PR-0300,KF-0150,SL,0,0,0,0,
702154,BB-2425,AH-3900,DL,24,1,1,0,
702155,BB-2425,AH-3900,SR,0,0,0,0,JV-0425
702156,BB-2425,,NL,0,0,0,0,TW-2650
702157,BB-2425,AH-3900,DM,0,0,0,0,JA-0280
702162,PR-0300,TW-2875,SL,0,0,0,0,
702166,PR-0300,TB-1060,DR,45,1,1,0,
702169,BB-2425,AH-3900,SR,9,1,1,0,
702170,BB-2425,JT-2000,SM,0,0,0,0,DL-2300
702173,BB-2425,ML-0650,DL,0,0,0,0,
702174,BB-2425,AR-1250,SM,10,1,1,0,
702175,BB-2425,TY-0150,SL,-1,1,0,0,
702176,BB-2425,AH-3900,SM,0,0,0,0,CR-0650
702177,BB-2425,AH-3900,SR,7,1,0,0,
702178,BB-2425,ML-0650,SL,14,1,1,0,
702179,BB-2425,AH-3900,SM,5,1,1,0,
702180,BB-2425,ML-1500,SM,4,1,1,0,
702187,PR-0300,MG-1150,SM,11,1,1,0,
702190,PR-0300,TW-2875,SM,5,1,1,0,
702192,PR-0300,AG-0500,SL,0,0,0,0,
702193,PR-0300,DI-0075,SL,0,0,0,0,
702196,BB-2425,AR-1250,SL,9,1,1,0,
702198,BB-2425,AR-1250,DL,35,1,1,0,
702199,BB-2425,RG-1812,SR,0,0,0,0,BF-0800
702200,BB-2425,DR-2250,SL,7,1,1,0,
702201,BB-2425,DR-2250,SL,0,0,0,0,JB-6825
702202,BB-2425,AH-3900,DM,0,0,0,0,DM-1250
702206,KC-1400,TW-2875,DR,0,0,0,0,
702208,BB-2425,AB-1200,SR,9,1,1,0,
702209,BB-2425,TY-0150,SL,-4,1,0,0,
702211,BB-2425,JT-2000,SM,0,0,0,0,
702212,BB-2425,ML-0650,DM,17,1,1,0,
702213,BB-2425,AB-1200,SL,0,0,0,0,PD-0450
702214,BB-2425,ML-0650,SR,16,1,1,0,
702215,BB-2425,AH-3900,SR,0,0,0,0,
702216,BB-2425,CG-1950,SM,15,1,1,0,
702222,SB-1100,AP-0700,SR,0,1,0,0,
702224,SB-1100,AT-0350,SR,15,1,1,0,
702226,SB-1100,KR-1200,DL,0,0,0,0,
702227,SB-1100,KR-1200,SR,0,0,0,0,
702229,AR-1300,DA-0212,SL,3,1,0,0,
702231,AR-1300,JC-4300,SM,0,0,0,0,EK-0250
702232,AR-1300,JN-0900,DL,0,0,0,0,
702234,SB-1100,JM-3450,SR,-1,1,0,0,
702236,SB-1100,SD-0537,SL,14,1,0,0,
702238,AR-1300,RC-1500,SL,5,1,1,0,
702244,AR-1300,JN-0900,SL,1,1,1,0,
702248,SB-1100,SD-0537,SR,15,1,1,0,
702249,SB-1100,KR-1200,SR,0,0,0,0,MB-5100
702252,SB-1100,MA-1150,SL,11,1,0,0,
702254,AR-1300,JN-0900,SR,6,1,1,0,
702255,AR-1300,RC-1500,SL,7,1,1,0,
702257,AR-1300,DA-0212,DL,0,0,0,0,
702261,SB-1100,KR-1200,DL,19,1,1,0,
702262,SB-1100,AT-0350,SR,12,1,1,0,
702263,SB-1100,AT-0350,DL,0,0,0,0,
702264,SB-1100,KR-1200,SR,0,0,0,0,
702265,SB-1100,AT-0350,SL,9,1,0,0,
702266,SB-1100,SD-0537,SM,4,1,1,0,
702269,SB-1100,AP-0700,SL,7,1,0,0,
702270,SB-1100,SD-0537,SM,9,1,1,0,
702271,SB-1100,KR-1200,SR,8,1,1,0,
702276,AR-1300,TD-0737,DR,0,0,0,0,
702279,SB-1100,KR-1200,SR,0,0,0,0,JR-3650
702282,AR-1300,JN-0900,SL,0,0,0,0,
702283,AR-1300,RC-1500,SM,7,1,1,0,
702284,AR-1300,JN-0900,SL,21,1,1,0,
702286,AR-1300,DA-0212,SL,0,0,0,0,
702287,AR-1300,RC-1500,SM,0,0,0,0,
702292,SB-1100,SD-0537,DR,44,1,1,0,
702293,SB-1100,AP-0700,SR,0,0,0,0,
702294,SB-1100,CJ-1450,SL,5,1,0,0,
702295,SB-1100,KR-1200,SR,4,1,0,0,
702301,AR-1300,RC-1500,SR,9,1,1,0,
702305,AR-1300,JN-0900,DL,0,0,0,0,
702306,AR-1300,JC-4300,SL,10,1,0,0,
702308,SB-1100,SD-0537,SM,10,1,1,0,
702310,SB-1100,CJ-1450,SM,10,1,1,0,
702314,AR-1300,JC-4300,SM,14,1,1,0,
702319,AR-1300,JC-4300,SL,4,1,0,0,
702322,AR-1300,RR-1050,SL,10,1,1,0,
702323,AR-1300,JN-0900,SL,0,0,0,0,
702326,SB-1100,SD-0537,SR,46,1,1,0,
702329,SB-1100,AT-0350,SR,5,1,1,0,
702330,SB-1100,SD-0537,DM,25,1,1,0,
702336,AR-1300,JN-0900,DM,0,0,0,0,
702337,AR-1300,JS-6200,SM,16,1,1,0,
702340,AR-1300,JN-0900,DL,39,1,1,0,
702341,AR-1300,DA-0212,SR,0,0,0,0,TN-0400
702348,SB-1100,SD-0537,SM,15,1,0,0,
702350,AR-1300,EL-0010,SR,0,0,0,0,
702352,AR-1300,JN-0900,SR,6,1,1,0,
702354,AR-1300,DA-0212,SL,10,1,1,0,
702356,AR-1300,RR-1050,SM,15,1,1,0,
702360,SB-1100,SD-0537,SM,0,0,0,0,KC-1225
702364,AR-1300,JC-4300,SR,0,0,0,0,
702365,AR-1300,JC-4300,SL,3,1,0,0,
702366,AR-1300,RC-1500,SM,14,1,1,0,
702368,AR-1300,RC-1500,SM,0,0,0,0,CM-3400
702369,AR-1300,DA-0212,SL,13,1,1,0,
702371,AR-1300,JN-0900,SR,0,0,0,0,TN-0400
702372,AR-1300,DA-0212,SL,0,0,0,0,
702380,SB-1100,SD-0537,SR,0,0,0,0,
702384,JC-6200,JL-0280,SL,0,0,0,0,
702386,CW-1425,NA-0050,SL,9,1,1,0,
702387,CW-1425,DG-2650,SR,9,1,1,0,
702388,CW-1425,JM-1550,SL,4,1,1,0,
702389,CW-1425,JM-1550,SL,2,1,0,0,
702390,CW-1425,DS-3300,SR,2,1,0,0,
702391,CW-1425,DG-2650,SR,9,1,1,0,
702393,CW-1425,BC-0700,DR,0,0,0,0,BC-0150
702394,CW-1425,NA-0050,SL,7,1,1,0,
702396,CW-1425,RM-1200,SL,3,1,0,0,
702402,JC-6200,ER-0500,SL,31,1,1,0,
702403,JC-6200,AJ-0430,DM,22,1,1,0,
702404,JC-6200,ZM-0250,SL,12,1,1,0,
702405,JC-6200,KC-0250,SM,3,1,0,0,
702406,JC-6200,AJ-0430,SL,2,1,0,0,
702407,JC-6200,ER-0500,SR,0,0,0,0,RB-3350
702409,CW-1425,JM-1550,SR,4,1,1,0,
702412,CW-1425,DG-2650,SR,0,0,0,0,
702414,JC-6200,ER-0500,SR,8,1,1,0,
702417,JC-6200,AJ-0430,DR,49,1,1,0,
702425,CW-1425,WS-0650,SL,0,0,0,0,JF-3060
702429,JC-6200,KW-0887,SR,9,1,1,0,
702430,JC-6200,ER-0500,SR,0,0,0,0,
702434,CW-1425,TB-3950,SL,8,1,1,0,
702435,CW-1425,JM-1550,DR,32,1,1,0,
702436,CW-1425,DG-2650,SR,0,0,0,0,
702438,CW-1425,TB-3950,SL,14,1,1,0,
702441,CW-1425,TB-3950,SM,0,0,0,0,DH-0850
702446,JC-6200,KW-0887,SR,3,1,0,0,
702447,JC-6200,JL-0280,SR,6,1,0,0,
702449,CW-1425,DS-3300,SR,6,1,1,0,
702450,CW-1425,NA-0050,DM,18,1,1,0,
702451,CW-1425,JM-1550,SL,0,0,0,0,
702452,CW-1425,TB-3950,SM,14,1,1,0,
702453,CW-1425,,NL,0,0,0,1,
702454,CW-1425,JM-1550,DL,0,0,0,0,
702455,CW-1425,JM-1550,SL,0,0,0,0,
702462,CW-1425,NA-0050,DR,0,0,0,0,JG-1550
702465,JC-6200,ZM-0250,SL,5,1,1,0,
702466,JC-6200,ER-0500,SR,7,1,1,0,
702468,CW-1425,NA-0050,DR,0,0,0,0,JG-1550
702469,CW-1425,TB-3950,SM,0,0,0,0,AH-3050
702479,JC-6200,ZM-0250,SL,0,0,0,0,
702481,CW-1425,JM-1550,SR,22,1,1,0,
702485,CW-1425,TB-3950,SL,11,1,1,0,
702486,CW-1425,NA-0050,SL,8,1,1,0,
702491,JC-6200,AJ-0430,SR,0,0,0,0,
702492,CW-1425,TB-3950,SR,2,1,1,0,
702495,BH-1900,KW-0887,SM,5,1,1,0,
702497,BH-1900,ER-0500,SR,6,1,1,0,
702498,BH-1900,AJ-0430,SL,11,1,1,0,
702503,CW-1425,NA-0050,SR,0,0,0,0,TP-2000
702509,BH-1900,ZM-0250,SR,7,1,1,0,
702510,BH-1900,JH-5575,SL,2,1,1,0,
702512,BH-1900,KW-0887,SM,19,1,1,0,
702513,BH-1900,JH-5575,SM,7,1,1,0,
702514,BH-1900,AJ-0430,SR,12,1,1,0,
702515,BH-1900,ZM-0250,SR,9,1,1,0,
702516,BH-1900,AJ-0430,DR,0,0,0,0,JM-4850
702517,BH-1900,KW-0887,DR,0,0,0,0,
702518,BH-1900,KW-0887,DR,0,0,0,0,MJ-0600
702521,CW-1425,JH-5750,SR,-1,1,0,0,
702532,CW-1425,JM-1550,SL,7,1,1,0,
702539,BO-0650,DH-3950,SR,14,1,1,0,
702541,BO-0650,SA-0850,SL,0,0,0,0,
702545,JB-5725,JE-0100,SR,6,1,1,0,
702546,JB-5725,CH-3350,DL,0,0,0,0,
702551,BO-0650,WF-0300,DR,18,1,1,0,
702553,BO-0650,LM-1150,SR,0,0,0,0,
702556,JB-5725,MB-1800,SL,5,1,1,0,
702560,JB-5725,MB-1800,SL,5,1,1,0,
702562,JB-5725,MM-3450,SL,27,1,1,0,
702565,JB-5725,RG-2200,SL,0,0,0,0,
702573,BO-0650,DH-3950,SL,0,0,0,0,LR-0600
702574,BO-0650,DH-3950,SR,14,1,1,0,
702576,BO-0650,WF-0300,SM,7,1,0,0,
702579,BO-0650,DH-3950,DL,0,0,0,0,
702585,BO-0650,DH-3950,SR,12,1,1,0,
702586,BO-0650,LM-1150,SM,9,1,1,0,
702588,BO-0650,DH-3950,DL,0,0,0,0,
702590,BO-0650,RG-1870,DL,0,0,0,0,
702592,JB-5725,MM-3450,DL,0,0,0,0,
702595,JB-5725,DA-0900,SR,16,1,1,0,
702600,BO-0650,LM-1150,SM,7,1,1,0,
702602,BO-0650,RG-1870,SM,11,1,1,0,
702604,BO-0650,RG-1870,SR,5,1,1,0,
702605,BO-0650,RG-1870,SR,3,1,1,0,
702614,JB-5725,JE-0100,SL,23,1,1,0,
702622,JB-5725,DA-0900,SR,7,1,1,0,
702624,JB-5725,CH-3350,SL,3,1,0,0,
702625,JB-5725,JE-0100,SR,0,0,0,0,
702628,JB-5725,JE-0100,SL,6,1,1,0,
702633,JB-5725,MB-1800,SL,0,0,0,0,JJ-5000
702638,BO-0650,DH-3950,DR,16,1,1,0,
702639,BO-0650,WF-0300,DM,0,0,0,0,
702640,BO-0650,CF-0375,SM,0,0,0,0,CL-1400
702641,BO-0650,JS-7075,SR,0,0,0,0,
702644,JB-5725,CH-3350,DL,0,0,0,0,
702645,JB-5725,JE-0100,SL,3,1,0,0,
702647,BO-0650,WF-0300,SM,6,1,1,0,
702648,BO-0650,RG-1870,SL,6,1,1,0,
702649,BO-0650,JS-7075,SR,15,1,1,0,
702650,BO-0650,LM-1150,SR,7,1,1,0,
702652,BO-0650,RG-1870,SR,7,1,1,0,
702654,BO-0650,JG-3850,SL,0,1,0,0,
702655,BO-0650,WF-0300,SM,0,0,0,0,MB-5250
702656,JB-5725,JE-0100,SR,0,0,0,0,
702658,JB-5725,JW-2550,SM,0,0,0,0,
702668,BO-0650,JG-3850,SR,5,1,1,0,
702669,BO-0650,JG-3850,SR,4,1,1,0,
702671,BO-0650,JS-7075,SM,0,0,0,0,
702672,BO-0650,JG-3850,SL,6,1,1,0,
702674,BO-0650,WF-0300,DR,0,0,0,0,
702677,JB-5725,JW-2550,SL,2,1,0,0,
702679,BO-0650,RG-1870,SL,0,0,0,0,
702680,BO-0650,LM-1150,SL,4,1,0,0,
702681,BO-0650,RG-1870,SL,7,1,1,0,
702682,BO-0650,JS-7075,SM,0,0,0,0,
702684,BO-0650,RG-1870,SL,6,1,1,0,
702685,BO-0650,RG-1870,SR,7,1,1,0,
702687,BO-0650,,NL,0,0,0,0,TF-0750
702688,BO-0650,DH-3950,SR,0,0,0,0,
702689,BO-0650,WF-0300,DL,0,0,0,0,
